Year,"Geographic
Region,
Based on
state of
death",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2005,Total U.S.,Total U.S.,Total,"5,797",23.9,"31,610",14.7
2005,Total U.S.,Total U.S.,18-34,544,25.2,"8,455",13.1
2005,Total U.S.,Total U.S.,35-54,"2,063",29.0,"13,541",15.9
2005,Total U.S.,Total U.S.,55-74,"1,868",18.7,"6,554",13.5
2005,Total U.S.,Total U.S.,75+,"1,319",26.3,"3,060",18.7
2005,Northeast,All,Total,698,17.6,"4,298",10.7
2005,Northeast,All,18-34,43,17.3,"1,096",9.9
2005,Northeast,All,35-54,233,23.8,"1,891",11.6
2005,Northeast,All,55-74,238,14.1,874,9.4
2005,Northeast,All,75+,184,17.6,437,12.3
2005,Northeast,Connecticut,Total,45,16.9,284,11.1
2005,Northeast,Connecticut,18-34,<10,--,56,8.6
2005,Northeast,Connecticut,35-54,17,26.6*,144,13.3
2005,Northeast,Connecticut,55-74,15,13.3*,57,9.6
2005,Northeast,Connecticut,75+,10-20,--,27,11.7
2005,Northeast,Maine,Total,43,29.3,173,17.2
2005,Northeast,Maine,18-34,<10,--,38,15.4
2005,Northeast,Maine,35-54,15,35.7*,67,16.2
2005,Northeast,Maine,55-74,16,25.4*,50,19.6
2005,Northeast,Maine,75+,<10,--,18,20.7*
2005,Northeast,Massachusetts,Total,64,13.6,468,9.9
2005,Northeast,Massachusetts,18-34,<10,--,130,9.8
2005,Northeast,Massachusetts,35-54,20,18.0,203,10.5
2005,Northeast,Massachusetts,55-74,19,9.5*,94,9.0
2005,Northeast,Massachusetts,75+,10-20,--,41,9.9
2005,Northeast,New Hampshire,Total,33,25.8,158,16.3
2005,Northeast,New Hampshire,18-34,<10,--,31,12.6
2005,Northeast,New Hampshire,35-54,<10,--,75,17.6
2005,Northeast,New Hampshire,55-74,15,25.9*,33,14.6
2005,Northeast,New Hampshire,75+,<10,--,19,26.8*
2005,Northeast,New Jersey,Total,63,11.4,524,8.2
2005,Northeast,New Jersey,18-34,<10,--,143,8.3
2005,Northeast,New Jersey,35-54,21,17.1,226,8.5
2005,Northeast,New Jersey,55-74,22,9.1,97,6.7
2005,Northeast,New Jersey,75+,10-20,--,58,10.8
2005,Northeast,New York,Total,157,13.7,"1,154",8.2
2005,Northeast,New York,18-34,10,12.8*,313,7.6
2005,Northeast,New York,35-54,45,15.5,487,8.6
2005,Northeast,New York,55-74,63,13.1,243,7.6
2005,Northeast,New York,75+,39,13.1,111,9.5
2005,Northeast,Pennsylvania,Total,268,24.2,"1,393",15.2
2005,Northeast,Pennsylvania,18-34,18,26.1*,350,14.5
2005,Northeast,Pennsylvania,35-54,96,34.9,622,17.1
2005,Northeast,Pennsylvania,55-74,83,17.7,270,12.3
2005,Northeast,Pennsylvania,75+,71,24.0,151,16.3
2005,Northeast,Rhode Island,Total,12,13.8*,68,8.7
2005,Northeast,Rhode Island,18-34,<10,--,10-20,--
2005,Northeast,Rhode Island,35-54,<10,--,30,9.5
2005,Northeast,Rhode Island,55-74,<10,--,19,10.9*
2005,Northeast,Rhode Island,75+,<10,--,<10,--
2005,Northeast,Vermont,Total,13,25.0*,76,16.2
2005,Northeast,Vermont,18-34,<10,--,21,17.5
2005,Northeast,Vermont,35-54,<10,--,37,18.9
2005,Northeast,Vermont,55-74,<10,--,10-20,--
2005,Northeast,Vermont,75+,<10,--,<10,--
2005,Midwest,All,Total,"1,374",25.3,"7,029",14.6
2005,Midwest,All,18-34,120,28.6,"1,974",13.8
2005,Midwest,All,35-54,512,33.2,"3,084",16.2
2005,Midwest,All,55-74,445,19.4,"1,367",12.7
2005,Midwest,All,75+,296,25.1,604,15.7
2005,Midwest,Illinois,Total,190,21.8,"1,065",11.6
2005,Midwest,Illinois,18-34,24,34.8,289,10.1
2005,Midwest,Illinois,35-54,70,30.8,455,12.5
2005,Midwest,Illinois,55-74,61,16.5,229,11.5
2005,Midwest,Illinois,75+,35,17.1,92,13.4
2005,Midwest,Indiana,Total,142,27.4,721,16.0
2005,Midwest,Indiana,18-34,16,42.1*,210,15.5
2005,Midwest,Indiana,35-54,52,32.7,311,17.5
2005,Midwest,Indiana,55-74,37,17.1,140,13.8
2005,Midwest,Indiana,75+,37,35.2,60,17.4
2005,Midwest,Iowa,Total,65,25.2,322,14.7
2005,Midwest,Iowa,18-34,10,50.0*,101,16.0
2005,Midwest,Iowa,35-54,20,29.9,137,16.2
2005,Midwest,Iowa,55-74,24,22.0,58,11.3
2005,Midwest,Iowa,75+,11,17.7*,26,12.9
2005,Midwest,Kansas,Total,70,28.3,354,17.9
2005,Midwest,Kansas,18-34,<10,--,104,17.0
2005,Midwest,Kansas,35-54,25,34.2,150,19.5
2005,Midwest,Kansas,55-74,22,22.2,66,15.2
2005,Midwest,Kansas,75+,10-20,--,34,20.9
2005,Midwest,Michigan,Total,187,23.0,"1,074",14.6
2005,Midwest,Michigan,18-34,17,29.3*,296,13.8
2005,Midwest,Michigan,35-54,71,30.6,486,16.4
2005,Midwest,Michigan,55-74,59,17.2,204,12.4
2005,Midwest,Michigan,75+,40,22.3,88,14.9
2005,Midwest,Minnesota,Total,87,20.6,514,13.7
2005,Midwest,Minnesota,18-34,<10,--,158,13.9
2005,Midwest,Minnesota,35-54,34,29.3,223,14.5
2005,Midwest,Minnesota,55-74,29,15.5,95,11.8
2005,Midwest,Minnesota,75+,20-30,--,38,13.6
2005,Midwest,Missouri,Total,145,26.7,705,16.6
2005,Midwest,Missouri,18-34,13,28.9*,173,13.7
2005,Midwest,Missouri,35-54,59,37.8,342,20.6
2005,Midwest,Missouri,55-74,44,18.8,140,14.0
2005,Midwest,Missouri,75+,29,26.6,50,15.1
2005,Midwest,Nebraska,Total,34,21.5,173,13.6
2005,Midwest,Nebraska,18-34,<10,--,46,11.8
2005,Midwest,Nebraska,35-54,14,31.8*,85,17.4
2005,Midwest,Nebraska,55-74,12,18.2*,28,9.9
2005,Midwest,Nebraska,75+,<10,--,14,13.0*
2005,Midwest,North Dakota,Total,16,26.7*,85,18.1
2005,Midwest,North Dakota,18-34,<10,--,38,27.6
2005,Midwest,North Dakota,35-54,<10,--,29,16.1
2005,Midwest,North Dakota,55-74,<10,--,10-20,--
2005,Midwest,North Dakota,75+,<10,--,<10,--
2005,Midwest,Ohio,Total,284,27.9,"1,295",15.4
2005,Midwest,Ohio,18-34,21,26.6,341,14.2
2005,Midwest,Ohio,35-54,103,34.1,556,16.6
2005,Midwest,Ohio,55-74,98,23.6,264,13.6
2005,Midwest,Ohio,75+,62,28.2,134,19.0
2005,Midwest,South Dakota,Total,31,41.9,111,19.9
2005,Midwest,South Dakota,18-34,<10,--,35,21.0
2005,Midwest,South Dakota,35-54,10,43.5*,38,17.8
2005,Midwest,South Dakota,55-74,13,44.8*,24,18.8
2005,Midwest,South Dakota,75+,<10,--,14,27.8*
2005,Midwest,Wisconsin,Total,123,27.5,610,15.0
2005,Midwest,Wisconsin,18-34,<10,--,183,15.5
2005,Midwest,Wisconsin,35-54,50,40.3,272,16.5
2005,Midwest,Wisconsin,55-74,39,19.6,106,11.6
2005,Midwest,Wisconsin,75+,20-30,--,49,14.9
2005,South,Alabama,Total,103,24.6,526,15.7
2005,South,Alabama,18-34,12,30.0*,137,13.8
2005,South,Alabama,35-54,38,28.6,213,16.5
2005,South,Alabama,55-74,36,21.2,124,15.1
2005,South,Alabama,75+,17,22.7*,52,21.0
2005,South,All,Total,"2,312",24.3,"12,285",15.8
2005,South,All,18-34,241,24.5,"3,253",13.8
2005,South,All,35-54,817,27.2,"5,219",17.2
2005,South,All,55-74,740,19.5,"2,671",14.9
2005,South,All,75+,513,29.5,"1,142",20.3
2005,South,Arkansas,Total,73,27.8,376,18.6
2005,South,Arkansas,18-34,<10,--,101,16.8
2005,South,Arkansas,35-54,36,46.2,162,21.3
2005,South,Arkansas,55-74,19,17.1*,83,16.4
2005,South,Arkansas,75+,10-20,--,30,19.1
2005,South,Delaware,Total,18,23.4*,81,13.0
2005,South,Delaware,18-34,<10,--,24,13.5
2005,South,Delaware,35-54,10,41.7*,35,14.2
2005,South,Delaware,55-74,<10,--,10-20,--
2005,South,Delaware,75+,<10,--,<10,--
2005,South,District Of Columbia,Total,<10,--,33,8.2
2005,South,District Of Columbia,18-34,<10,--,11,8.0*
2005,South,District Of Columbia,35-54,<10,--,<10,--
2005,South,District Of Columbia,55-74,<10,--,10,11.4*
2005,South,District Of Columbia,75+,<10,--,<10,--
2005,South,Florida,Total,470,25.8,"2,289",17.2
2005,South,Florida,18-34,36,25.4,473,13.4
2005,South,Florida,35-54,171,33.7,967,19.6
2005,South,Florida,55-74,153,21.5,544,15.8
2005,South,Florida,75+,110,23.7,305,21.9
2005,South,Georgia,Total,172,23.3,901,14.0
2005,South,Georgia,18-34,22,27.2,225,10.5
2005,South,Georgia,35-54,54,20.1,385,14.6
2005,South,Georgia,55-74,57,19.5,206,15.4
2005,South,Georgia,75+,39,41.5,85,25.9
2005,South,Kentucky,Total,111,31.3,554,18.0
2005,South,Kentucky,18-34,16,48.5*,150,16.5
2005,South,Kentucky,35-54,50,46.3,257,21.1
2005,South,Kentucky,55-74,24,15.8,107,14.5
2005,South,Kentucky,75+,21,33.9,40,18.7
2005,South,Louisiana,Total,61,16.9,483,14.9
2005,South,Louisiana,18-34,<10,--,171,16.7
2005,South,Louisiana,35-54,20,18.5,180,14.3
2005,South,Louisiana,55-74,20,13.7,94,12.8
2005,South,Louisiana,75+,10-20,--,38,17.2
2005,South,Maryland,Total,92,19.0,451,11.2
2005,South,Maryland,18-34,<10,--,121,10.5
2005,South,Maryland,35-54,37,23.3,196,11.6
2005,South,Maryland,55-74,20-30,--,81,8.9
2005,South,Maryland,75+,25,27.8,53,18.4
2005,South,Mississippi,Total,53,22.5,353,17.0
2005,South,Mississippi,18-34,<10,--,105,16.3
2005,South,Mississippi,35-54,19,26.0*,158,19.8
2005,South,Mississippi,55-74,14,14.6*,68,14.0
2005,South,Mississippi,75+,10-20,--,22,15.5
2005,South,North Carolina,Total,187,24.2,980,15.7
2005,South,North Carolina,18-34,16,17.0*,231,12.2
2005,South,North Carolina,35-54,59,23.1,443,17.9
2005,South,North Carolina,55-74,66,22.3,220,15.3
2005,South,North Carolina,75+,46,35.7,86,19.8
2005,South,Oklahoma,Total,94,26.5,511,19.9
2005,South,Oklahoma,18-34,<10,--,154,19.5
2005,South,Oklahoma,35-54,32,31.1,216,22.3
2005,South,Oklahoma,55-74,34,22.8,102,16.4
2005,South,Oklahoma,75+,10-20,--,39,20.6
2005,South,South Carolina,Total,72,17.5,494,16.1
2005,South,South Carolina,18-34,<10,--,147,16.2
2005,South,South Carolina,35-54,30,22.9,221,18.4
2005,South,South Carolina,55-74,19,11.2*,97,12.8
2005,South,South Carolina,75+,10-20,--,29,13.5
2005,South,Tennessee,Total,157,30.1,843,19.1
2005,South,Tennessee,18-34,10,21.3*,208,15.9
2005,South,Tennessee,35-54,48,28.9,353,20.3
2005,South,Tennessee,55-74,60,26.9,211,19.9
2005,South,Tennessee,75+,39,45.3,71,23.8
2005,South,Texas,Total,403,23.8,"2,323",14.6
2005,South,Texas,18-34,49,24.0,711,13.1
2005,South,Texas,35-54,140,25.9,989,15.7
2005,South,Texas,55-74,130,19.3,443,13.6
2005,South,Texas,75+,84,30.2,180,19.3
2005,South,Virginia,Total,181,23.1,839,15.4
2005,South,Virginia,18-34,26,26.3,226,14.3
2005,South,Virginia,35-54,58,20.4,339,15.2
2005,South,Virginia,55-74,61,21.4,206,16.2
2005,South,Virginia,75+,36,31.6,68,18.6
2005,South,West Virginia,Total,58,32.4,248,17.8
2005,South,West Virginia,18-34,<10,--,58,15.8
2005,South,West Virginia,35-54,10-20,--,97,18.3
2005,South,West Virginia,55-74,18,22.8*,58,15.8
2005,South,West Virginia,75+,21,56.8,35,28.3
2005,West,Alaska,Total,20,25.6,125,28.0
2005,West,Alaska,18-34,<10,--,48,34.7
2005,West,Alaska,35-54,11,34.4*,60,29.7
2005,West,Alaska,55-74,<10,--,10-20,--
2005,West,Alaska,75+,<10,--,<10,--
2005,West,All,Total,"1,413",26.4,"7,998",16.4
2005,West,All,18-34,140,28.3,"2,132",13.6
2005,West,All,35-54,501,31.4,"3,347",17.4
2005,West,All,55-74,445,20.1,"1,642",15.7
2005,West,All,75+,326,31.3,877,25.9
2005,West,Arizona,Total,176,32.1,906,21.4
2005,West,Arizona,18-34,18,38.3*,287,20.9
2005,West,Arizona,35-54,62,40.8,352,22.7
2005,West,Arizona,55-74,47,20.3,170,17.3
2005,West,Arizona,75+,49,41.2,97,29.6
2005,West,California,Total,452,19.5,"3,124",12.2
2005,West,California,18-34,34,16.0,738,8.9
2005,West,California,35-54,150,22.4,"1,309",12.8
2005,West,California,55-74,150,16.0,679,12.9
2005,West,California,75+,118,23.7,398,22.6
2005,West,Colorado,Total,156,36.8,771,22.9
2005,West,Colorado,18-34,17,39.5*,227,20.3
2005,West,Colorado,35-54,57,39.0,328,24.0
2005,West,Colorado,55-74,47,27.6,148,21.6
2005,West,Colorado,75+,35,53.8,68,34.3
2005,West,Hawaii,Total,12,9.7*,103,11.2
2005,West,Hawaii,18-34,<10,--,27,10.9
2005,West,Hawaii,35-54,<10,--,47,13.3
2005,West,Hawaii,55-74,<10,--,19,8.5*
2005,West,Hawaii,75+,<10,--,10,10.9*
2005,West,Idaho,Total,53,40.5,222,21.8
2005,West,Idaho,18-34,<10,--,62,18.8
2005,West,Idaho,35-54,16,43.2*,87,22.3
2005,West,Idaho,55-74,10-20,--,44,19.2
2005,West,Idaho,75+,16,66.7*,29,41.2
2005,West,Montana,Total,49,47.6,192,27.3
2005,West,Montana,18-34,<10,--,51,26.3
2005,West,Montana,35-54,22,78.6,86,31.1
2005,West,Montana,55-74,18,38.3*,39,21.8
2005,West,Montana,75+,<10,--,16,29.4*
2005,West,Nevada,Total,105,44.9,461,26.2
2005,West,Nevada,18-34,10,52.6*,106,18.8
2005,West,Nevada,35-54,33,47.1,188,27.7
2005,West,Nevada,55-74,41,38.7,115,28.1
2005,West,Nevada,75+,21,53.8,52,48.2
2005,West,New Mexico,Total,63,35.2,324,23.3
2005,West,New Mexico,18-34,<10,--,95,22.6
2005,West,New Mexico,35-54,25,45.5,143,26.8
2005,West,New Mexico,55-74,16,20.8*,55,16.2
2005,West,New Mexico,75+,10-20,--,31,31.6
2005,West,Oregon,Total,113,31.2,546,20.1
2005,West,Oregon,18-34,<10,--,120,14.6
2005,West,Oregon,35-54,41,39.4,234,22.4
2005,West,Oregon,55-74,35,22.4,122,19.5
2005,West,Oregon,75+,30-40,--,70,31.9
2005,West,Utah,Total,36,23.7,337,20.0
2005,West,Utah,18-34,<10,--,133,18.5
2005,West,Utah,35-54,13,31.0*,133,23.1
2005,West,Utah,55-74,<10,--,52,17.5
2005,West,Utah,75+,<10,--,19,20.6*
2005,West,Washington,Total,156,24.5,802,17.3
2005,West,Washington,18-34,23,38.3,210,14.9
2005,West,Washington,35-54,63,30.4,352,18.8
2005,West,Washington,55-74,49,18.6,165,16.1
2005,West,Washington,75+,21,19.6,75,23.2
2005,West,Wyoming,Total,22,40.7,85,22.4
2005,West,Wyoming,18-34,<10,--,28,25.7
2005,West,Wyoming,35-54,<10,--,28,18.5
2005,West,Wyoming,55-74,11,44.0*,20-30,--
2005,West,Wyoming,75+,<10,--,<10,--
2006, ,Total U.S.,Total,"5,694",24.0,"32,352",14.4
2006, ,Total U.S.,18-34,482,22.7,"8,453",12.3
2006, ,Total U.S.,35-54,"1,997",28.8,"14,017",16.1
2006, ,Total U.S.,55-74,"1,929",19.8,"6,967",13.8
2006, ,Total U.S.,75+,"1,284",25.9,"2,915",16.0
2006,Northeast,All,Total,671,17.5,"4,428",10.5
2006,Northeast,All,18-34,59,24.3,"1,075",8.9
2006,Northeast,All,35-54,218,23.1,"2,000",12.1
2006,Northeast,All,55-74,230,13.9,962,9.9
2006,Northeast,All,75+,164,16.5,391,10.3
2006,Northeast,Connecticut,Total,39,14.8,281,10.5
2006,Northeast,Connecticut,18-34,<10,--,69,9.6
2006,Northeast,Connecticut,35-54,16,25.0*,133,12.1
2006,Northeast,Connecticut,55-74,11,9.6*,54,8.7
2006,Northeast,Connecticut,75+,<10,--,25,10.2
2006,Northeast,Maine,Total,34,24.3,155,15.0
2006,Northeast,Maine,18-34,<10,--,28,10.6
2006,Northeast,Maine,35-54,11,26.8*,72,17.5
2006,Northeast,Maine,55-74,13,22.0*,43,16.2
2006,Northeast,Maine,75+,<10,--,12,12.8*
2006,Northeast,Massachusetts,Total,48,10.7,443,8.9
2006,Northeast,Massachusetts,18-34,<10,--,104,7.1
2006,Northeast,Massachusetts,35-54,22,21.0,219,11.2
2006,Northeast,Massachusetts,55-74,14,7.2*,97,8.7
2006,Northeast,Massachusetts,75+,<10,--,23,5.2
2006,Northeast,New Hampshire,Total,32,25.4,150,14.8
2006,Northeast,New Hampshire,18-34,<10,--,36,13.2
2006,Northeast,New Hampshire,35-54,<10,--,65,15.3
2006,Northeast,New Hampshire,55-74,15,26.3*,36,15.1
2006,Northeast,New Hampshire,75+,<10,--,13,16.6*
2006,Northeast,New Jersey,Total,62,11.6,572,8.6
2006,Northeast,New Jersey,18-34,<10,--,128,6.9
2006,Northeast,New Jersey,35-54,18,15.4*,252,9.3
2006,Northeast,New Jersey,55-74,19,8.1*,134,8.9
2006,Northeast,New Jersey,75+,10-20,--,58,10.3
2006,Northeast,New York,Total,166,14.9,"1,290",8.7
2006,Northeast,New York,18-34,16,21.3*,324,7.3
2006,Northeast,New York,35-54,53,19.1,564,9.9
2006,Northeast,New York,55-74,58,12.3,289,8.6
2006,Northeast,New York,75+,39,13.5,113,9.0
2006,Northeast,Pennsylvania,Total,254,23.6,"1,368",14.2
2006,Northeast,Pennsylvania,18-34,20,29.4,351,13.3
2006,Northeast,Pennsylvania,35-54,80,30.0,608,16.5
2006,Northeast,Pennsylvania,55-74,84,18.1,274,11.9
2006,Northeast,Pennsylvania,75+,70,25.2,135,13.6
2006,Northeast,Rhode Island,Total,21,25.3,89,10.8
2006,Northeast,Rhode Island,18-34,<10,--,24,9.8
2006,Northeast,Rhode Island,35-54,<10,--,42,13.2
2006,Northeast,Rhode Island,55-74,10,28.6*,10-20,--
2006,Northeast,Rhode Island,75+,<10,--,<10,--
2006,Northeast,Vermont,Total,15,28.3*,80,16.4
2006,Northeast,Vermont,18-34,<10,--,10-20,--
2006,Northeast,Vermont,35-54,<10,--,45,23.1
2006,Northeast,Vermont,55-74,<10,--,17,14.0*
2006,Northeast,Vermont,75+,<10,--,<10,--
2006,Midwest,All,Total,"1,314",24.8,"7,191",14.4
2006,Midwest,All,18-34,101,24.7,"1,927",12.8
2006,Midwest,All,35-54,482,32.2,"3,290",17.0
2006,Midwest,All,55-74,447,20.0,"1,421",12.6
2006,Midwest,All,75+,282,24.6,553,13.0
2006,Midwest,Illinois,Total,149,17.8,984,10.3
2006,Midwest,Illinois,18-34,11,16.7*,266,8.7
2006,Midwest,Illinois,35-54,55,25.1,445,12.0
2006,Midwest,Illinois,55-74,57,16.0,208,10.1
2006,Midwest,Illinois,75+,26,13.3,65,8.5
2006,Midwest,Indiana,Total,136,26.6,801,16.9
2006,Midwest,Indiana,18-34,<10,--,214,14.7
2006,Midwest,Indiana,35-54,58,37.2,387,21.3
2006,Midwest,Indiana,55-74,41,19.2,141,13.2
2006,Midwest,Indiana,75+,30-40,--,59,15.4
2006,Midwest,Iowa,Total,59,23.0,313,13.8
2006,Midwest,Iowa,18-34,<10,--,77,11.5
2006,Midwest,Iowa,35-54,20,30.3,146,17.3
2006,Midwest,Iowa,55-74,22,19.8,65,12.4
2006,Midwest,Iowa,75+,10-20,--,25,10.9
2006,Midwest,Kansas,Total,70,29.4,366,17.8
2006,Midwest,Kansas,18-34,<10,--,113,17.9
2006,Midwest,Kansas,35-54,26,37.1,151,19.3
2006,Midwest,Kansas,55-74,22,23.9,74,16.3
2006,Midwest,Kansas,75+,10-20,--,28,15.1
2006,Midwest,Michigan,Total,231,29.6,"1,104",14.5
2006,Midwest,Michigan,18-34,14,26.4*,247,11.0
2006,Midwest,Michigan,35-54,94,42.2,532,17.7
2006,Midwest,Michigan,55-74,81,24.1,237,13.5
2006,Midwest,Michigan,75+,42,25.0,88,14.2
2006,Midwest,Minnesota,Total,95,23.1,529,13.5
2006,Midwest,Minnesota,18-34,<10,--,157,13.2
2006,Midwest,Minnesota,35-54,31,27.9,236,15.2
2006,Midwest,Minnesota,55-74,33,17.9,98,11.6
2006,Midwest,Minnesota,75+,20-30,--,38,12.0
2006,Midwest,Missouri,Total,154,29.2,773,17.6
2006,Midwest,Missouri,18-34,18,40.9*,209,15.9
2006,Midwest,Missouri,35-54,56,36.6,344,20.6
2006,Midwest,Missouri,55-74,40,18.2,138,13.4
2006,Midwest,Missouri,75+,39,35.1,82,21.4
2006,Midwest,Nebraska,Total,39,25.7,186,14.1
2006,Midwest,Nebraska,18-34,<10,--,50,12.1
2006,Midwest,Nebraska,35-54,<10,--,77,15.8
2006,Midwest,Nebraska,55-74,17,27.9*,44,14.9
2006,Midwest,Nebraska,75+,<10,--,15,12.4*
2006,Midwest,North Dakota,Total,15,25.4*,84,17.2
2006,Midwest,North Dakota,18-34,<10,--,42,27.6
2006,Midwest,North Dakota,35-54,<10,--,28,16.0
2006,Midwest,North Dakota,55-74,<10,--,10-20,--
2006,Midwest,North Dakota,75+,<10,--,<10,--
2006,Midwest,Ohio,Total,226,22.7,"1,282",14.7
2006,Midwest,Ohio,18-34,21,26.9,358,14.1
2006,Midwest,Ohio,35-54,67,22.8,548,16.3
2006,Midwest,Ohio,55-74,79,19.3,264,13.0
2006,Midwest,Ohio,75+,59,27.4,112,14.7
2006,Midwest,South Dakota,Total,22,28.2,115,19.6
2006,Midwest,South Dakota,18-34,<10,--,36,20.7
2006,Midwest,South Dakota,35-54,<10,--,54,24.9
2006,Midwest,South Dakota,55-74,11,36.7*,20-30,--
2006,Midwest,South Dakota,75+,<10,--,<10,--
2006,Midwest,Wisconsin,Total,118,26.6,654,15.4
2006,Midwest,Wisconsin,18-34,<10,--,158,12.6
2006,Midwest,Wisconsin,35-54,55,45.1,342,20.6
2006,Midwest,Wisconsin,55-74,40,20.3,119,12.5
2006,Midwest,Wisconsin,75+,10-20,--,35,9.6
2006,South,Alabama,Total,107,25.7,564,16.2
2006,South,Alabama,18-34,14,35.9*,177,17.1
2006,South,Alabama,35-54,39,29.5,213,16.3
2006,South,Alabama,55-74,35,20.7,127,15.1
2006,South,Alabama,75+,19,24.7*,47,16.5
2006,South,All,Total,"2,283",24.3,"12,591",15.4
2006,South,All,18-34,201,20.8,"3,248",13.0
2006,South,All,35-54,793,26.8,"5,373",17.2
2006,South,All,55-74,785,21.2,"2,843",15.2
2006,South,All,75+,504,28.5,"1,127",17.4
2006,South,Arkansas,Total,74,28.2,363,17.2
2006,South,Arkansas,18-34,<10,--,93,14.7
2006,South,Arkansas,35-54,25,32.1,149,19.3
2006,South,Arkansas,55-74,24,21.8,84,16.2
2006,South,Arkansas,75+,20-30,--,37,19.9
2006,South,Delaware,Total,16,20.0*,87,13.4
2006,South,Delaware,18-34,<10,--,22,11.5
2006,South,Delaware,35-54,<10,--,37,15.0
2006,South,Delaware,55-74,<10,--,20-30,--
2006,South,Delaware,75+,<10,--,<10,--
2006,South,District Of Columbia,Total,<10,--,30,6.5
2006,South,District Of Columbia,18-34,<10,--,<10,--
2006,South,District Of Columbia,35-54,<10,--,12,7.6*
2006,South,District Of Columbia,55-74,<10,--,<10,--
2006,South,District Of Columbia,75+,<10,--,<10,--
2006,South,Florida,Total,485,27.1,"2,401",17.1
2006,South,Florida,18-34,35,25.5,466,12.2
2006,South,Florida,35-54,158,32.0,977,19.1
2006,South,Florida,55-74,172,25.0,637,18.2
2006,South,Florida,75+,120,25.6,321,20.3
2006,South,Georgia,Total,157,21.4,902,13.2
2006,South,Georgia,18-34,19,23.5*,223,10.0
2006,South,Georgia,35-54,64,23.9,415,14.9
2006,South,Georgia,55-74,45,15.8,184,12.8
2006,South,Georgia,75+,29,29.3,80,19.9
2006,South,Kentucky,Total,113,32.9,608,19.0
2006,South,Kentucky,18-34,<10,--,166,17.4
2006,South,Kentucky,35-54,45,42.5,272,22.1
2006,South,Kentucky,55-74,39,27.5,124,16.4
2006,South,Kentucky,75+,20-30,--,46,18.4
2006,South,Louisiana,Total,63,18.2,480,15.1
2006,South,Louisiana,18-34,<10,--,160,15.9
2006,South,Louisiana,35-54,20,19.4,194,16.2
2006,South,Louisiana,55-74,22,15.9,92,12.5
2006,South,Louisiana,75+,10-20,--,34,13.9
2006,South,Maryland,Total,79,16.7,485,11.5
2006,South,Maryland,18-34,<10,--,150,12.1
2006,South,Maryland,35-54,20,12.7,188,10.9
2006,South,Maryland,55-74,31,16.8,111,11.7
2006,South,Maryland,75+,20-30,--,36,11.8
2006,South,Mississippi,Total,57,25.2,319,14.9
2006,South,Mississippi,18-34,<10,--,80,11.9
2006,South,Mississippi,35-54,18,25.4*,138,17.2
2006,South,Mississippi,55-74,21,24.1,74,14.8
2006,South,Mississippi,75+,10-20,--,27,16.0
2006,South,North Carolina,Total,197,24.9,"1,079",16.3
2006,South,North Carolina,18-34,18,18.9*,284,14.2
2006,South,North Carolina,35-54,64,24.8,478,18.5
2006,South,North Carolina,55-74,71,23.2,235,15.2
2006,South,North Carolina,75+,44,33.3,82,16.5
2006,South,Oklahoma,Total,89,25.6,521,19.5
2006,South,Oklahoma,18-34,<10,--,144,17.4
2006,South,Oklahoma,35-54,26,25.5,225,23.0
2006,South,Oklahoma,55-74,39,27.3,114,18.0
2006,South,Oklahoma,75+,10-20,--,38,16.7
2006,South,South Carolina,Total,90,21.7,510,15.7
2006,South,South Carolina,18-34,15,36.6*,124,12.8
2006,South,South Carolina,35-54,25,18.9,218,17.7
2006,South,South Carolina,55-74,33,19.2,130,16.2
2006,South,South Carolina,75+,17,24.6*,38,15.1
2006,South,Tennessee,Total,156,30.2,856,18.7
2006,South,Tennessee,18-34,13,28.3*,197,14.3
2006,South,Tennessee,35-54,72,44.2,414,23.7
2006,South,Tennessee,55-74,50,23.1,186,16.9
2006,South,Tennessee,75+,21,23.1,59,16.7
2006,South,Texas,Total,378,22.5,"2,269",13.4
2006,South,Texas,18-34,37,18.6,698,12.0
2006,South,Texas,35-54,130,24.4,938,14.2
2006,South,Texas,55-74,127,19.2,457,13.4
2006,South,Texas,75+,84,29.4,176,16.2
2006,South,Virginia,Total,158,20.5,855,14.9
2006,South,Virginia,18-34,10,10.3*,205,12.0
2006,South,Virginia,35-54,60,21.7,377,16.4
2006,South,Virginia,55-74,52,18.3,200,15.3
2006,South,Virginia,75+,36,31.9,73,17.8
2006,South,West Virginia,Total,56,31.6,262,18.4
2006,South,West Virginia,18-34,<10,--,51,13.1
2006,South,West Virginia,35-54,20,43.5,128,24.2
2006,South,West Virginia,55-74,19,24.1*,61,16.3
2006,South,West Virginia,75+,10-20,--,22,16.3
2006,West,Alaska,Total,24,30.8,124,25.9
2006,West,Alaska,18-34,<10,--,49,30.6
2006,West,Alaska,35-54,<10,--,51,24.7
2006,West,Alaska,55-74,<10,--,10-20,--
2006,West,Alaska,75+,<10,--,<10,--
2006,West,All,Total,"1,426",27.4,"8,142",15.9
2006,West,All,18-34,121,24.4,"2,203",13.2
2006,West,All,35-54,504,32.8,"3,354",16.9
2006,West,All,55-74,467,22.0,"1,741",16.0
2006,West,All,75+,334,31.8,844,22.5
2006,West,Arizona,Total,199,35.8,930,20.6
2006,West,Arizona,18-34,16,33.3*,252,17.1
2006,West,Arizona,35-54,63,41.2,348,21.2
